Date,Strategy_ret,Cumulative_ret,Z-Score,Beta
2023-08-04,0.0,1.4595716393754052,-0.256950729200742,-0.02370983795866755
2023-08-07,0.0,1.4595716393754052,-0.18124347548096528,-0.024702221038083273
2023-08-08,-0.0,1.4595716393754052,-0.224446483794319,-0.025305851162181273
2023-08-09,0.0,1.4595716393754052,-0.1788704794413901,-0.026128679849983086
2023-08-10,-0.0,1.4595716393754052,-0.16237870358481854,-0.02683288531255899
2023-08-11,0.0,1.4595716393754052,-0.03113495773674664,-0.027878200861847044
2023-08-14,0.0,1.4595716393754052,0.08211018906957576,-0.029174857387036107
2023-08-15,-0.0,1.4595716393754052,0.1387838744048003,-0.03101570506740529
2023-08-16,0.0,1.4595716393754052,0.41182077964080505,-0.03365839952274795
2023-08-17,0.0,1.4595716393754052,0.7680754673676675,-0.03628893463455077
2023-08-18,0.0,1.4595716393754052,0.8291154421835302,-0.03656168234790551
2023-08-21,0.0,1.4595716393754052,0.81942219714701,-0.035784809221984876
2023-08-22,-0.0,1.4595716393754052,0.9015790652283895,-0.03723759450377529
2023-08-23,-0.0,1.4595716393754052,1.2146135342138513,-0.04080277489152109
2023-08-24,0.014277164621828792,1.4804101839481203,1.2187322244779548,-0.04237481917967267
2023-08-25,-0.006277583002389369,1.4711167861408034,1.4918469076906584,-0.04472864841362978
2023-08-28,0.00448780946461052,1.4777188779771937,1.5355873381301726,-0.04535324459422859
2023-08-29,0.0010925666065590158,1.4793333842771537,1.6305633290387738,-0.045982307401636086
2023-08-30,0.006959153229157046,1.4896282919753459,1.6123860385734283,-0.04629406821317159
2023-08-31,0.013892850057291444,1.5103234744768586,1.5261303397229118,-0.045708713653315844
2023-09-01,-0.010884534191416278,1.4938843069788166,1.6008187531013385,-0.04599923997180626
2023-09-05,0.011139437978633381,1.5105253385636608,1.5318651323185861,-0.04529283559825373
2023-09-06,0.028390265491693784,1.553409553957414,1.259795171883718,-0.04365534848312231
2023-09-07,0.002468688514422647,1.5572444382814632,1.1704047168309595,-0.04240990300825445
2023-09-08,0.0006914274629912615,1.5583211598526814,0.8725588476563464,-0.0392398580633204
2023-09-11,-0.0,1.5583211598526814,0.4447697950354398,-0.03514950518925576
2023-09-12,0.0,1.5583211598526814,0.3533338641837129,-0.03401372611268079
2023-09-13,-0.0,1.5583211598526814,0.11506675674635931,-0.03192827702775245
2023-09-14,0.0,1.5583211598526814,-0.2920839874169937,-0.027898206851778476
2023-09-15,-0.0,1.5583211598526814,-0.7540963202616378,-0.024376088479234802
2023-09-18,-0.0,1.5583211598526814,-1.2649191537192925,-0.02039162708535973
2023-09-19,0.010456894812614177,1.5746163603055319,-1.4774099916733239,-0.018127448905633177
2023-09-20,-0.010900357306801958,1.5574524793570657,-1.8259662508661887,-0.015964315479149324
2023-09-21,-0.02318052673721786,1.521349910517383,-1.801903257272281,-0.017873065080565166
2023-09-22,-0.0047463367893482485,1.5141290714676228,-1.6144141225672335,-0.019644083250554056
2023-09-25,0.008872435985911252,1.5275630847286263,-1.2058055432727752,-0.02271757282105162
2023-09-26,-0.017849157166039555,1.500297371148265,-0.9687771065184443,-0.02593720012337128
2023-09-27,-0.0,1.500297371148265,-0.9407356643305598,-0.026061914107947212
2023-09-28,-0.0,1.500297371148265,-0.435300329731461,-0.03022701460586874
2023-09-29,0.0,1.500297371148265,0.35585974848368124,-0.03571249192754916
2023-10-02,0.0,1.500297371148265,0.9776158081237893,-0.03971490541308906
2023-10-03,-0.0,1.500297371148265,1.5893656394583022,-0.04620552626314419
2023-10-04,0.01677149783586575,1.5254596052616332,2.1604283573983682,-0.0528841814916962
2023-10-05,-0.0045664560970208965,1.518493660946427,2.643986500313533,-0.05942904271672143
2023-10-06,0.01148659364492707,1.5359359805821162,2.606303030655503,-0.06308876339694823
2023-10-09,-0.00228293985915374,1.5324295311109368,2.658521717661109,-0.065827165742602
2023-10-10,0.0005322426078800537,1.5332451554009676,2.547318088187806,-0.06656605073711463
2023-10-11,0.001393337340565369,1.5353814831282289,2.5032501376844283,-0.06806708986585912
2023-10-12,0.005952854067834536,1.5445213850357467,2.4125876903181966,-0.06968789210971348
2023-10-13,0.024218660588958378,1.581927624232315,2.298844332716986,-0.0712071760118585
2023-10-16,-0.036838021067982625,1.5236525410828212,2.5392258071982994,-0.07475899419071211
2023-10-17,0.01535232147678128,1.5470441447124392,2.384609689614037,-0.07557240228138234
2023-10-18,0.04087436557079355,1.6102785926375711,2.36412693625122,-0.07991875973356442
2023-10-19,0.00837471763018632,1.6237642211568446,2.52841715807944,-0.08741556879834532
2023-10-20,0.01943768439134422,1.655326437613648,2.5708215472037024,-0.09461281227996107
2023-10-23,-0.006090595526834589,1.6452445138172673,2.3717224394503003,-0.09372868236079046
2023-10-24,0.013370490456335048,1.6672422398875986,2.179691881563365,-0.09331601265587326
2023-10-25,-0.009551772155335174,1.6513171218844416,1.9959701835977195,-0.09155765410396578
2023-10-26,-0.013612471393153115,1.6288386148017657,1.7387962675379451,-0.08752868089008313
2023-10-27,0.03438388538773783,1.6848444150482313,1.3256507226514576,-0.08230184484947015
2023-10-30,-0.016206946042528335,1.6575382325234893,0.9697027318293229,-0.07304197316779258
2023-10-31,0.0,1.6575382325234893,0.8791558238354011,-0.07207337584295156
2023-11-01,-0.0,1.6575382325234893,0.809951827856114,-0.07073353330516113
2023-11-02,-0.0,1.6575382325234893,0.7948631607997448,-0.07098381343549613
2023-11-03,0.0,1.6575382325234893,0.9260344814639193,-0.07245087393717227
2023-11-06,-0.0,1.6575382325234893,1.098764724937137,-0.07571334084775222
2023-11-07,-0.0024500281438876873,1.653477217204237,1.3049671858530567,-0.0805700460692445
2023-11-08,0.014332370328813444,1.6771754650114639,1.3612015091829093,-0.08404429639327857
2023-11-09,0.024633287045025022,1.7184898096659644,1.349862442722568,-0.08670399827098751
2023-11-10,0.004532306118767103,1.7262785315453526,1.517949178279963,-0.08972842989207519
2023-11-13,0.016787429340155816,1.755258310415098,1.4450559386256003,-0.09003665848473821
2023-11-14,-0.011630179330134579,1.7348443414942616,1.5194248851029153,-0.09054357422908385
2023-11-15,-0.03265756041194005,1.6781885576066005,1.3782162998658072,-0.0863098067153856
2023-11-16,0.016264011211043018,1.7054826351217585,0.7825543076623936,-0.07712796713622298
2023-11-17,0.0,1.7054826351217585,0.6488737445496803,-0.07457287055809929
2023-11-20,0.0,1.7054826351217585,0.5707008756169853,-0.07267007930422059
2023-11-21,0.0,1.7054826351217585,0.432059728517199,-0.0689954546923402
2023-11-22,0.0,1.7054826351217585,0.21812500306537067,-0.0639662808621727
2023-11-24,0.0,1.7054826351217585,-0.02457118603762654,-0.058316620087501644
2023-11-27,-0.0,1.7054826351217585,-0.31958353438648435,-0.052246080266262415
2023-11-28,-0.0,1.7054826351217585,-0.5219823928092605,-0.048635230136241825
2023-11-29,0.0,1.7054826351217585,-0.6758061132568655,-0.045070042860644866
2023-11-30,0.0,1.7054826351217585,-0.7866597615584344,-0.041580548060562425
2023-12-01,-0.0,1.7054826351217585,-1.013371647117513,-0.0386595720827097
2023-12-04,0.012985097186007283,1.7276284928878622,-0.9400719583912457,-0.03936340620972864
2023-12-05,-0.0,1.7276284928878622,-0.9536185075492808,-0.03895257767254492
2023-12-06,-0.0,1.7276284928878622,-0.9499808237396324,-0.03937833560307548
2023-12-07,-0.0,1.7276284928878622,-0.9298038761098192,-0.03992329781888648
2023-12-08,0.0,1.7276284928878622,-0.9075567263884045,-0.04040969485845117
2023-12-11,-0.0,1.7276284928878622,-0.8817447822556773,-0.040693993048626226
2023-12-12,-0.0,1.7276284928878622,-0.9596239224222047,-0.03939195141422193
2023-12-13,-0.0,1.7276284928878622,-1.1434642419006191,-0.038413057532829684
2023-12-14,-0.02059059488189649,1.692055594484387,-1.1416916954178038,-0.0406585641480569
2023-12-15,0.02106989387445529,1.7277070262898515,-0.8935351402244814,-0.043524388489676664
2023-12-18,0.0,1.7277070262898515,-0.828885731126014,-0.04334142316801064
2023-12-19,0.0,1.7277070262898515,-0.9692534737878984,-0.040307944634654154
2023-12-20,-0.0,1.7277070262898515,-1.3147501710013008,-0.03672599730734209
2023-12-21,0.024837767767872696,1.7706194121797607,-1.311757313297691,-0.03606774100145647
2023-12-22,0.0035141139905635766,1.7768415706280651,-1.388792839289045,-0.03459265000621618
2023-12-26,0.0005002685445136638,1.7777304685744346,-1.471737183295295,-0.03295665596589393
2023-12-27,0.0073790600102419035,1.7908484483840807,-1.5185442835451617,-0.031158022109511224
2023-12-28,0.006130294738798212,1.8018268772051946,-1.59919952432458,-0.029036044860018352
2023-12-29,-0.0001233365811881494,1.8016046460382673,-1.662806252833679,-0.027081592177290288
